date,team,carm_post,carm_pre,carm_prob,elo_post,elo_pre,elo_prob,margin,score,won,make,won_prior,carm_prior,conference,margin_prior,score_prior
2015-12-02,ATL,1545.970527,1560.119706,0.63092387,1551.425713,1566.525789,0.660326089,-10,86,No,y,Yes,-5.935819,East,6,106
2015-12-04,ATL,1548.018731,1545.970527,0.891905709,1553.742937,1551.425713,0.879339767,13,100,Yes,y,No,-12.100975,East,-10,86
2015-12-09,ATL,1555.323546,1548.018731,0.388048191,1561.570406,1553.742937,0.357134801,3,98,Yes,y,Yes,9.353019,East,13,100
2015-12-10,ATL,1551.901211,1555.323546,0.17037813,1555.204633,1561.570406,0.291781075,-13,94,No,y,Yes,3.88248,East,3,98
2015-12-12,ATL,1534.270647,1551.901211,0.46799417,1539.752658,1555.204633,0.42086333,-25,78,No,y,No,-21.052899,East,-13,94
2015-12-14,ATL,1512.905667,1534.270647,0.766433196,1520.641114,1539.752658,0.715792283,-12,88,No,y,No,-38.995544,East,-25,78
2015-12-16,ATL,1515.18641,1512.905667,0.910965514,1523.172205,1520.641114,0.90226028,21,127,Yes,y,No,-19.084237,East,-12,88
2015-12-18,ATL,1530.227605,1515.18641,0.280254402,1537.120949,1523.172205,0.314846767,8,109,Yes,y,Yes,17.321938,East,21,127
2015-12-20,ATL,1537.82767,1530.227605,0.370397626,1543.700184,1537.120949,0.433473135,3,103,Yes,y,Yes,22.64126,East,8,109
2015-12-21,ATL,1542.640015,1537.82767,0.720305051,1549.003846,1543.700184,0.696173108,9,106,Yes,y,Yes,12.41241,East,3,103
2015-12-23,ATL,1546.497448,1542.640015,0.737779944,1554.082178,1549.003846,0.668715206,7,107,Yes,y,Yes,8.669778,East,9,106
2015-12-26,ATL,1551.25084,1546.497448,0.818220084,1558.838761,1554.082178,0.818113077,19,117,Yes,y,Yes,8.610825,East,7,107
2015-12-28,ATL,1545.915556,1551.25084,0.37041222,1553.792182,1558.838761,0.353658317,-6,87,No,y,Yes,-0.581892,East,19,117
2015-12-29,ATL,1557.426119,1545.915556,0.329302172,1563.673181,1553.792182,0.397879474,6,121,Yes,y,No,6.175279,East,-6,87
2016-01-03,ATL,1541.016969,1557.426119,0.601432991,1547.245466,1563.673181,0.601929534,-14,97,No,y,Yes,-4.898587,East,6,121
2016-01-05,ATL,1525.820795,1541.016969,0.796364965,1531.981198,1547.245466,0.79829514,-6,101,No,y,No,-31.605324,East,-14,97
2016-01-07,ATL,1534.877628,1525.820795,0.749162296,1541.553959,1531.981198,0.736923547,28,126,Yes,y,No,-6.139341,East,-6,101
2016-01-09,ATL,1545.02931,1534.877628,0.601434,1551.700161,1541.553959,0.601610595,15,120,Yes,y,Yes,19.208515,East,28,126
2016-01-13,ATL,1528.959303,1545.02931,0.455685339,1534.455893,1551.700161,0.481979116,-23,84,No,y,Yes,-5.918325,East,15,120
2016-01-15,ATL,1519.869247,1528.959303,0.53094756,1525.55816,1534.455893,0.522271764,-7,101,No,y,No,-25.160063,East,-23,84
2016-01-16,ATL,1524.179974,1519.869247,0.869104227,1531.39347,1525.55816,0.828948661,28,114,Yes,y,No,-4.779329,East,-7,101
2016-01-18,ATL,1531.57065,1524.179974,0.71539757,1538.049447,1531.39347,0.739799949,17,98,Yes,y,Yes,11.701403,East,28,114
2016-01-20,ATL,1540.651738,1531.57065,0.434363736,1547.411902,1538.049447,0.421321063,6,104,Yes,y,Yes,16.471764,East,17,98
2016-01-21,ATL,1536.113506,1540.651738,0.42331839,1542.604426,1547.411902,0.443517282,-3,88,No,y,Yes,4.542856,East,6,104
2016-01-23,ATL,1528.845691,1536.113506,0.609705639,1535.092903,1542.604426,0.624360128,-3,95,No,y,No,-11.806047,East,-3,88
2016-01-25,ATL,1541.71322,1528.845691,0.499822273,1547.289066,1535.092903,0.520473213,14,119,Yes,y,No,5.599714,East,-3,95
2016-01-27,ATL,1536.194044,1541.71322,0.553932926,1542.230479,1547.289066,0.518171269,-2,83,No,y,Yes,7.348353,East,14,119
2016-01-28,ATL,1526.776052,1536.194044,0.327646328,1530.788817,1542.230479,0.385372313,-19,92,No,y,No,-14.937168,East,-2,83
2016-01-31,ATL,1514.863205,1526.776052,0.410707977,1518.998727,1530.788817,0.407246185,-18,87,No,y,No,-21.330839,East,-19,92
2016-03-04,ATL,1540.111001,1530.047949,0.731325299,1543.716613,1533.105452,0.718853953,29,106,Yes,y,No,13.334949,East,-18,87
2016-03-05,ATL,1561.403923,1540.111001,0.185257066,1562.84554,1543.716613,0.231809842,10,107,Yes,y,Yes,31.355974,East,29,106
2016-03-08,ATL,1572.004408,1561.403923,0.404015105,1572.94084,1562.84554,0.425154009,7,91,Yes,y,Yes,31.893407,East,10,107
2016-03-10,ATL,1566.980949,1572.004408,0.307800853,1567.687687,1572.94084,0.319660101,-8,96,No,y,Yes,5.577026,East,7,91
2016-03-12,ATL,1572.518008,1566.980949,0.729305439,1574.318205,1567.687687,0.684435637,12,95,Yes,y,No,0.5136,East,-8,96
2016-03-13,ATL,1584.169056,1572.518008,0.695570795,1586.542512,1574.318205,0.682940406,29,104,Yes,y,Yes,17.188107,East,12,95
2016-03-16,ATL,1590.836693,1584.169056,0.479014501,1593.241384,1586.542512,0.477129871,4,118,Yes,y,Yes,18.318685,East,29,104
2016-03-17,ATL,1596.465988,1590.836693,0.78233921,1598.358518,1593.241384,0.799690671,18,116,Yes,y,Yes,12.296932,East,4,118
2016-03-19,ATL,1601.245911,1596.465988,0.761476541,1604.421923,1598.358518,0.707481151,12,109,Yes,y,Yes,10.409218,East,18,116
2016-03-21,ATL,1577.560177,1601.245911,0.747168479,1580.583813,1604.421923,0.750074965,-15,102,No,y,Yes,-18.905811,East,12,109
2016-03-23,ATL,1598.169706,1577.560177,0.419433814,1601.21231,1580.583813,0.419037258,21,122,Yes,y,No,-3.076205,East,-15,102
2016-03-25,ATL,1601.369843,1598.169706,0.823574628,1604.486228,1601.21231,0.820009929,11,101,Yes,y,Yes,23.809666,East,21,122
2016-03-26,ATL,1616.831091,1601.369843,0.478525616,1619.803385,1604.486228,0.482289748,17,112,Yes,y,Yes,18.661385,East,11,101
2016-03-28,ATL,1620.199049,1616.831091,0.626444251,1623.180774,1619.803385,0.625577991,2,102,Yes,y,Yes,18.829206,East,17,112
2016-03-30,ATL,1614.139871,1620.199049,0.360301267,1616.876648,1623.180774,0.372360149,-8,97,No,y,Yes,-2.69122,East,2,102
2016-12-28,ATL,1433.768081,1428.692604,0.580599592,1467.075956,1462.889633,0.642140116,4,102,Yes,y,No,-63.72425,East,-8,97
2016-12-30,ATL,1439.939918,1433.768081,0.610315592,1472.891481,1467.075956,0.62900339,7,105,Yes,y,Yes,11.247314,East,4,102
2017-01-01,ATL,1447.759628,1439.939918,0.290976524,1480.478498,1472.891481,0.304841419,2,114,Yes,y,Yes,13.991547,East,7,105
2017-01-04,ATL,1468.901929,1447.759628,0.377687747,1499.755115,1480.478498,0.418248609,19,111,Yes,y,Yes,28.962011,East,2,114
2017-01-05,ATL,1479.001104,1468.901929,0.345965111,1507.41803,1499.755115,0.465894231,5,99,Yes,y,Yes,31.241476,East,19,111
2017-01-07,ATL,1494.361677,1479.001104,0.44655808,1521.757211,1507.41803,0.474911148,15,97,Yes,y,Yes,25.459748,East,5,99
2017-01-10,ATL,1504.489548,1494.361677,0.661975192,1530.911127,1521.757211,0.68958589,20,117,Yes,y,Yes,25.488444,East,15,97
2017-01-13,ATL,1499.391883,1504.489548,0.521265404,1525.387793,1530.911127,0.554248822,-2,101,No,y,Yes,5.030206,East,20,117
2017-01-15,ATL,1508.207394,1499.391883,0.616526318,1533.740796,1525.387793,0.633262633,13,111,Yes,y,No,3.717846,East,-2,101
2017-01-16,ATL,1512.496398,1508.207394,0.476399587,1537.545012,1533.740796,0.523303221,1,108,Yes,y,Yes,13.104515,East,13,111
2017-01-18,ATL,1496.923489,1512.496398,0.444335929,1521.701583,1537.545012,0.450528429,-23,95,No,y,Yes,-11.283905,East,1,108
2017-01-20,ATL,1502.901784,1496.923489,0.663866399,1526.888239,1521.701583,0.701872861,9,102,Yes,y,No,-9.594614,East,-23,95
2017-01-21,ATL,1508.537009,1502.901784,0.774631968,1531.261332,1526.888239,0.819354645,17,110,Yes,y,Yes,11.61352,East,9,102
2017-01-23,ATL,1496.534961,1508.537009,0.559163525,1518.709016,1531.261332,0.578256544,-10,105,No,y,Yes,-6.366823,East,17,110
2017-01-25,ATL,1504.625482,1496.534961,0.443353789,1527.430714,1518.709016,0.411234803,5,119,Yes,y,No,-3.911527,East,-10,105
2017-01-27,ATL,1479.895805,1504.625482,0.593948121,1502.202957,1527.430714,0.60268044,-26,86,No,y,Yes,-16.639156,East,5,119
2017-01-29,ATL,1482.989544,1479.895805,0.69215472,1504.947597,1502.202957,0.721977121,3,142,Yes,y,No,-21.635938,East,-26,86
2017-02-01,ATL,1468.408745,1482.989544,0.421293023,1491.593105,1504.947597,0.392080427,-23,93,No,y,Yes,-11.48706,East,3,142
2017-02-02,ATL,1484.06493,1468.408745,0.152627785,1504.97892,1491.593105,0.21787559,5,113,Yes,y,No,1.075386,East,-23,93
2017-02-04,ATL,1491.368929,1484.06493,0.787001247,1512.994805,1504.97892,0.769093498,27,113,Yes,y,Yes,22.960184,East,5,113
2017-02-06,ATL,1471.392711,1491.368929,0.516264482,1492.124725,1512.994805,0.533988522,-25,95,No,y,Yes,-12.672219,East,27,113
2017-02-08,ATL,1478.909056,1471.392711,0.632871352,1499.473163,1492.124725,0.639703578,11,117,Yes,y,No,-12.459873,East,-25,95
2017-02-10,ATL,1475.954235,1478.909056,0.388554332,1496.173644,1499.473163,0.425251476,-1,107,No,y,Yes,4.561524,East,11,117
2017-02-13,ATL,1486.054311,1475.954235,0.345924617,1505.825411,1496.173644,0.366432267,5,109,Yes,y,No,7.145255,East,-1,107
2017-02-15,ATL,1480.621367,1486.054311,0.234880551,1499.737874,1505.825411,0.259088314,-15,84,No,y,Yes,4.667132,East,5,109
2017-02-24,ATL,1460.46257,1480.621367,0.617673059,1479.623814,1499.737874,0.616685757,-18,90,No,y,No,-25.591741,East,-15,84
2017-02-25,ATL,1447.687676,1460.46257,0.421779472,1463.203505,1479.623814,0.515027219,-19,86,No,y,No,-32.933691,East,-18,90
2017-02-27,ATL,1473.73262,1447.687676,0.229564562,1491.243959,1463.203505,0.197253465,16,114,Yes,y,No,13.27005,East,-19,86
2017-03-01,ATL,1478.399571,1473.73262,0.641585705,1495.545812,1491.243959,0.665195244,5,100,Yes,y,Yes,30.711895,East,16,114
2017-03-03,ATL,1471.963439,1478.399571,0.465950887,1489.118991,1495.545812,0.46541378,-5,130,No,y,Yes,-1.769181,East,5,100
2017-03-05,ATL,1466.435814,1471.963439,0.632281272,1483.634229,1489.118991,0.628791091,-1,96,No,y,No,-11.963757,East,-5,130
2017-03-06,ATL,1462.973349,1466.435814,0.223656961,1479.383531,1483.634229,0.266949451,-8,111,No,y,No,-8.99009,East,-1,96
2017-12-02,ATL,1341.035952,1321.524097,0.274710589,1412.628074,1395.405823,0.331915479,12,114,Yes,n,No,15.795083,East,-8,111
2017-12-04,ATL,1320.850387,1341.035952,0.586297523,1388.966214,1412.628074,0.657018731,-20,90,No,n,Yes,-0.67371,East,12,114
2017-12-06,ATL,1318.400458,1320.850387,0.226716449,1385.226032,1388.966214,0.325615974,-4,106,No,n,No,-22.635494,East,-20,90
2017-12-09,ATL,1325.72524,1318.400458,0.552026342,1391.361555,1385.226032,0.612205383,7,117,Yes,n,No,4.874853,East,-4,106
2017-12-10,ATL,1323.169209,1325.72524,0.235194386,1388.145857,1391.361555,0.286473401,-4,107,No,n,Yes,4.768751,East,7,117
2017-12-12,ATL,1321.863458,1323.169209,0.088779002,1386.305606,1388.145857,0.120625608,-9,114,No,n,No,-3.861782,East,-4,107
2017-12-14,ATL,1310.847311,1321.863458,0.442100405,1372.671326,1386.305606,0.523195435,-14,91,No,n,No,-12.321898,East,-9,114
2017-12-15,ATL,1309.023213,1310.847311,0.221699473,1369.810269,1372.671326,0.325954695,-2,94,No,n,No,-12.840245,East,-14,91
2017-12-18,ATL,1319.512563,1309.023213,0.371368962,1379.290084,1369.810269,0.41594789,6,110,Yes,n,No,8.665252,East,-2,94
2017-12-20,ATL,1312.113529,1319.512563,0.38061759,1371.027844,1379.290084,0.416692586,-10,95,No,n,Yes,3.090316,East,6,110
2017-12-22,ATL,1311.238861,1312.113529,0.101887338,1369.370867,1371.027844,0.179492655,-3,117,No,n,No,-8.273702,East,-10,95
2017-12-23,ATL,1318.817167,1311.238861,0.470428735,1375.590075,1369.370867,0.546640278,5,112,Yes,n,No,6.703638,East,-3,117
2017-12-27,ATL,1337.58303,1318.817167,0.338431778,1392.047612,1375.590075,0.397273574,14,113,Yes,n,Yes,26.344169,East,5,112
2017-12-29,ATL,1335.787463,1337.58303,0.096095529,1389.625671,1392.047612,0.125497288,-13,98,No,n,Yes,16.970296,East,14,113
2017-12-30,ATL,1355.112861,1335.787463,0.3458642,1404.10844,1389.625671,0.470866095,15,104,Yes,n,No,17.529831,East,-13,98
2018-02-02,ATL,1343.384441,1345.210061,0.119771756,1370.059962,1372.240803,0.140252391,-9,110,No,n,Yes,7.596978,East,15,104
2018-02-04,ATL,1353.418172,1343.384441,0.243797566,1379.667233,1370.059962,0.26350351,3,99,Yes,n,No,8.208111,East,-9,110
2018-02-06,ATL,1369.859304,1353.418172,0.567376953,1394.796617,1379.667233,0.595688728,26,108,Yes,n,Yes,26.474863,East,3,99
2018-02-08,ATL,1366.971972,1369.859304,0.328473213,1391.443402,1394.796617,0.372200088,-2,98,No,n,Yes,13.5538,East,26,108
2018-02-09,ATL,1356.888596,1366.971972,0.382491926,1378.209922,1391.443402,0.476743802,-16,107,No,n,No,-12.970708,East,-2,98
2018-02-11,ATL,1362.52785,1356.888596,0.496602644,1383.675334,1378.209922,0.50880495,3,118,Yes,n,No,-4.444122,East,-16,107
2018-02-13,ATL,1360.601783,1362.52785,0.167359223,1381.5595,1383.675334,0.181759441,-5,92,No,n,Yes,3.713187,East,3,118
2018-02-14,ATL,1357.906567,1360.601783,0.20682794,1377.812142,1381.5595,0.274956219,-6,98,No,n,No,-4.621283,East,-5,92
2018-02-23,ATL,1352.659873,1357.906567,0.176297342,1372.481221,1377.812142,0.178779023,-23,93,No,n,No,-7.94191,East,-6,98
2018-02-26,ATL,1336.942621,1352.659873,0.497751182,1355.888663,1372.481221,0.519208549,-19,104,No,n,No,-20.963946,East,-23,93
2018-02-28,ATL,1346.255853,1336.942621,0.382389164,1365.198714,1355.888663,0.38254095,5,107,Yes,n,No,-6.40402,East,-19,104
2018-03-02,ATL,1344.04256,1346.255853,0.189073143,1362.705185,1365.198714,0.209812296,-5,109,No,n,Yes,7.099939,East,5,107
2018-03-04,ATL,1346.139628,1344.04256,0.708556568,1364.705806,1362.705185,0.720027077,1,113,Yes,n,No,-0.116225,East,-5,109
2018-03-06,ATL,1344.702174,1346.139628,0.069550986,1363.072993,1364.705806,0.078004057,-16,90,No,n,Yes,0.659614,East,1,113
2018-03-09,ATL,1339.385695,1344.702174,0.169302103,1357.546956,1363.072993,0.175153336,-25,87,No,n,No,-6.753933,East,-16,90
2018-03-11,ATL,1328.181396,1339.385695,0.620434813,1346.524908,1357.546956,0.613149049,-7,122,No,n,No,-16.520778,East,-25,87
2018-03-13,ATL,1320.714735,1328.181396,0.348694968,1339.544601,1346.524908,0.329544636,-12,107,No,n,No,-18.67096,East,-7,122
2018-03-15,ATL,1311.112526,1320.714735,0.428996589,1328.997674,1339.544601,0.462626994,-12,117,No,n,No,-17.06887,East,-12,107
2018-03-17,ATL,1309.242859,1311.112526,0.163037064,1327.001146,1328.997674,0.172731212,-5,117,No,n,No,-11.471876,East,-12,117
2018-03-20,ATL,1330.331022,1309.242859,0.063180285,1346.600618,1327.001146,0.080035559,5,99,Yes,n,No,19.218496,East,-5,117
2018-03-22,ATL,1321.386199,1330.331022,0.358959519,1337.411408,1346.600618,0.367097681,-15,90,No,n,Yes,12.14334,East,5,99
2018-03-23,ATL,1320.32941,1321.386199,0.062499385,1335.934577,1337.411408,0.08447468,-12,94,No,n,No,-10.001612,East,-15,90
2018-03-25,ATL,1319.402837,1320.32941,0.042039832,1335.068106,1335.934577,0.039554852,-19,99,No,n,No,-1.983362,East,-12,94
2018-03-28,ATL,1317.14478,1319.402837,0.123457491,1332.288702,1335.068106,0.148425096,-12,114,No,n,No,-3.18463,East,-19,99
2018-03-30,ATL,1313.077594,1317.14478,0.229019147,1327.638206,1332.288702,0.257106754,-10,91,No,n,No,-6.325243,East,-12,114
2018-04-01,ATL,1318.442415,1313.077594,0.627888144,1332.685331,1327.638206,0.64630973,6,94,Yes,n,No,1.297635,East,-10,91
2018-04-03,ATL,1317.02047,1318.442415,0.156891449,1331.241412,1332.685331,0.15902784,-3,98,No,n,Yes,3.942876,East,6,94
2018-04-04,ATL,1302.648702,1317.02047,0.363136189,1316.526276,1331.241412,0.37032788,-29,86,No,n,No,-15.793713,East,-3,98
2018-04-06,ATL,1318.185105,1302.648702,0.194132735,1333.263004,1316.526276,0.163410001,6,103,Yes,n,No,1.164635,East,-29,86
2018-04-08,ATL,1338.23148,1318.185105,0.099867534,1352.889312,1333.263004,0.106354629,6,112,Yes,n,Yes,35.582778,East,6,103
2018-04-10,ATL,1334.809803,1338.23148,0.221368607,1349.03073,1352.889312,0.24562886,-8,113,No,n,Yes,16.624698,East,6,112
2018-12-03,ATL,1294.055276,1298.756565,0.192464966,1313.446332,1319.747357,0.248214102,-17,111,No,n,No,-6.203026,East,-8,113
2018-12-05,ATL,1284.67241,1294.055276,0.387886455,1302.612204,1313.446332,0.436198274,-14,117,No,n,No,-14.084155,East,-17,111
2018-12-08,ATL,1300.45977,1284.67241,0.258138248,1319.593665,1302.612204,0.225322318,8,106,Yes,n,No,6.404494,East,-14,117
2018-12-12,ATL,1298.512657,1300.45977,0.144345331,1317.394836,1319.593665,0.160705214,-7,107,No,n,Yes,13.840247,East,8,106
2018-12-14,ATL,1296.772211,1298.512657,0.069825751,1315.100694,1317.394836,0.089503311,-21,108,No,n,No,-3.687559,East,-7,107
2018-12-16,ATL,1292.161444,1296.772211,0.189218921,1309.897335,1315.100694,0.2102828,-17,127,No,n,No,-6.351213,East,-21,108
2018-12-18,ATL,1304.016375,1292.161444,0.388357403,1320.68157,1309.897335,0.429530304,8,118,Yes,n,No,7.244164,East,-17,127
2018-12-21,ATL,1316.071924,1304.016375,0.346620312,1333.008842,1320.68157,0.336483346,7,114,Yes,n,Yes,23.91048,East,8,118
2018-12-23,ATL,1327.697157,1316.071924,0.179692868,1344.185266,1333.008842,0.196268903,3,98,Yes,n,Yes,23.680782,East,7,114
2018-12-26,ATL,1323.563084,1327.697157,0.26065136,1340.014299,1344.185266,0.262647667,-8,121,No,n,Yes,7.49116,East,3,98
2018-12-28,ATL,1335.985852,1323.563084,0.153087266,1352.037207,1340.014299,0.165976035,3,123,Yes,n,No,8.288695,East,-8,121
2018-12-29,ATL,1339.425373,1335.985852,0.663382247,1355.82601,1352.037207,0.635058267,3,111,Yes,n,Yes,15.862289,East,3,123
2018-12-31,ATL,1338.050159,1339.425373,0.098979079,1354.419637,1355.82601,0.100982119,-8,108,No,n,Yes,2.064307,East,3,111
2019-01-02,ATL,1331.971618,1338.050159,0.249304644,1347.593929,1354.419637,0.27539721,-16,98,No,n,No,-7.453755,East,-8,108
2019-01-04,ATL,1329.397058,1331.971618,0.075698947,1344.515327,1347.593929,0.088886034,-32,112,No,n,No,-8.653101,East,-16,98
2019-01-06,ATL,1355.062154,1329.397058,0.364241234,1368.998642,1344.515327,0.385302412,24,106,Yes,n,No,23.090536,East,-32,112
2019-01-08,ATL,1354.304372,1355.062154,0.089609066,1368.041731,1368.998642,0.110399962,-3,101,No,n,Yes,24.907314,East,24,106
2019-01-09,ATL,1350.334542,1354.304372,0.172021574,1362.426566,1368.041731,0.232803801,-16,100,No,n,No,-4.727612,East,-3,101
2019-01-11,ATL,1361.713974,1350.334542,0.131453722,1373.637698,1362.426566,0.136832355,2,123,Yes,n,No,7.409602,East,-16,100
2019-01-13,ATL,1355.106013,1361.713974,0.242147332,1366.158656,1373.637698,0.269363767,-19,114,No,n,Yes,4.771471,East,2,123
2019-01-15,ATL,1377.664431,1355.106013,0.294895897,1387.852975,1366.158656,0.312817857,16,142,Yes,n,No,15.950457,East,-19,114
2019-01-19,ATL,1371.1014,1377.664431,0.384962117,1381.976287,1387.852975,0.351229894,-8,105,No,n,Yes,15.995387,East,16,142
2019-01-21,ATL,1352.00975,1371.1014,0.577599371,1361.658516,1381.976287,0.60468344,-19,103,No,n,No,-25.654681,East,-8,105
2019-01-23,ATL,1371.610109,1352.00975,0.426374539,1380.611631,1361.658516,0.44064456,20,121,Yes,n,No,0.508709,East,-19,103
2019-01-26,ATL,1369.356797,1371.610109,0.144370358,1378.195136,1380.611631,0.153572967,-9,111,No,n,Yes,17.347047,East,20,121
2019-01-28,ATL,1381.953312,1369.356797,0.245005984,1392.082256,1378.195136,0.201845609,5,123,Yes,n,No,10.343203,East,-9,111
2019-01-30,ATL,1373.140729,1381.953312,0.283983082,1383.367098,1392.082256,0.281301087,-22,113,No,n,Yes,3.783932,East,5,123
2019-02-01,ATL,1370.638016,1373.140729,0.1143344,1380.373843,1383.367098,0.134056803,-16,112,No,n,No,-11.315296,East,-22,113
2019-02-02,ATL,1380.379906,1370.638016,0.404092106,1388.326545,1380.373843,0.488938868,6,118,Yes,n,No,7.239177,East,-16,112
2019-02-04,ATL,1397.569055,1380.379906,0.21993956,1404.578581,1388.326545,0.244990203,8,137,Yes,n,Yes,26.931039,East,6,118
2019-03-09,ATL,1340.74147,1345.441598,0.489269606,1346.820049,1351.664236,0.500997218,-2,112,No,n,Yes,-39.638436,East,8,137
2019-03-10,ATL,1356.975964,1340.74147,0.358729578,1360.408468,1346.820049,0.436754092,12,128,Yes,n,No,11.534366,East,-2,112
2019-03-13,ATL,1374.021497,1356.975964,0.497741521,1376.662626,1360.408468,0.516150928,21,132,Yes,n,Yes,33.280027,East,12,128
2019-03-16,ATL,1372.136323,1374.021497,0.123241456,1374.634052,1376.662626,0.131535292,-9,120,No,n,Yes,15.160359,East,21,132
2019-03-17,ATL,1369.71942,1372.136323,0.145145347,1371.409524,1374.634052,0.187080687,-10,91,No,n,No,-4.302077,East,-9,120
2019-03-19,ATL,1363.743112,1369.71942,0.245685689,1365.30798,1371.409524,0.250117279,-16,105,No,n,No,-8.393211,East,-10,91
2019-03-21,ATL,1371.576224,1363.743112,0.356809315,1374.493582,1365.30798,0.284034728,3,117,Yes,n,No,1.856804,East,-16,105
2019-03-23,ATL,1379.577516,1371.576224,0.280448656,1382.427978,1374.493582,0.284297332,2,129,Yes,n,Yes,15.834404,East,3,117
2019-03-26,ATL,1396.542809,1379.577516,0.28633669,1399.219634,1382.427978,0.291056612,10,130,Yes,n,Yes,24.966585,East,2,129
2019-03-29,ATL,1388.007165,1396.542809,0.292524839,1390.717718,1399.219634,0.291540622,-20,98,No,n,Yes,8.429649,East,10,130
2019-03-31,ATL,1395.559457,1388.007165,0.225762199,1398.130913,1390.717718,0.23405335,1,136,Yes,n,No,-0.983352,East,-20,98
2015-12-03,BOS,1578.482293,1568.924899,0.646401176,1552.18116,1542.725718,0.649553263,17,114,Yes,y,Yes,23.010877,East,1,136
2015-12-05,BOS,1576.666977,1578.482293,0.194426982,1550.457625,1552.18116,0.185797684,-3,105,No,y,Yes,7.742078,East,17,114
2015-12-07,BOS,1591.871243,1576.666977,0.500674184,1566.107112,1550.457625,0.489301167,18,111,Yes,y,No,13.38895,East,-3,105
2015-12-09,BOS,1595.862453,1591.871243,0.685687202,1570.492742,1566.107112,0.659732808,5,105,Yes,y,Yes,19.195476,East,18,111
2015-12-11,BOS,1591.940292,1595.862453,0.309706194,1567.018875,1570.492742,0.279326222,-5,119,No,y,Yes,0.069049,East,5,105
2015-12-12,BOS,1600.828889,1591.940292,0.402972557,1576.153766,1567.018875,0.390957138,5,98,Yes,y,No,4.966436,East,-5,119
2015-12-15,BOS,1589.294419,1600.828889,0.496572467,1562.944965,1576.153766,0.551322745,-12,77,No,y,Yes,-2.645873,East,5,98
2015-12-16,BOS,1584.81512,1589.294419,0.418843265,1558.247594,1562.944965,0.435305756,-3,116,No,y,No,-16.013769,East,-12,77
2015-12-18,BOS,1569.773925,1584.81512,0.719745598,1544.29885,1558.247594,0.685153233,-8,101,No,y,No,-19.520494,East,-3,116
2015-12-21,BOS,1572.515972,1569.773925,0.865785662,1548.219742,1544.29885,0.816020005,14,113,Yes,y,No,-12.299148,East,-8,101
2015-12-23,BOS,1587.565238,1572.515972,0.415137605,1563.739406,1548.219742,0.401737924,13,102,Yes,y,Yes,17.791313,East,14,113
2015-12-26,BOS,1595.969403,1587.565238,0.466668544,1573.194862,1563.739406,0.417059857,6,99,Yes,y,Yes,23.453431,East,13,102
2015-12-27,BOS,1598.27537,1595.969403,0.852649767,1575.768125,1573.194862,0.837673398,9,100,Yes,y,Yes,10.710132,East,6,99
2015-12-30,BOS,1573.243837,1598.27537,0.917363055,1551.961048,1575.768125,0.903506656,-8,104,No,y,Yes,-22.725566,East,9,100
2016-01-02,BOS,1559.045097,1573.243837,0.893850052,1540.091549,1551.961048,0.82883961,-3,97,No,y,No,-39.230273,East,-8,104
2016-01-04,BOS,1564.200543,1559.045097,0.703398109,1548.103919,1540.091549,0.571868919,9,103,Yes,y,No,-9.043294,East,-3,97
2016-01-06,BOS,1552.776617,1564.200543,0.710427414,1537.274163,1548.103919,0.685919172,-5,94,No,y,Yes,-6.26848,East,9,103
2016-01-07,BOS,1547.75507,1552.776617,0.290034263,1531.529622,1537.274163,0.325045447,-9,92,No,y,No,-16.445473,East,-5,94
2016-01-10,BOS,1543.716637,1547.75507,0.384743997,1527.622137,1531.529622,0.374401551,-3,98,No,y,No,-9.05998,East,-9,92
2016-01-12,BOS,1536.003571,1543.716637,0.499004578,1520.430099,1527.622137,0.472226175,-6,114,No,y,No,-11.751499,East,-3,98
2016-01-13,BOS,1543.195844,1536.003571,0.608014299,1528.450181,1520.430099,0.571534907,9,103,Yes,y,No,-0.520793,East,-6,114
2016-01-15,BOS,1547.164337,1543.195844,0.814064497,1532.728771,1528.450181,0.801418508,14,117,Yes,y,Yes,11.160766,East,9,103
2016-01-16,BOS,1553.019786,1547.164337,0.420936184,1539.116858,1532.728771,0.382832857,2,119,Yes,y,Yes,9.823942,East,14,117
2016-01-18,BOS,1547.015564,1553.019786,0.440719572,1534.632459,1539.116858,0.346672545,-5,113,No,y,Yes,-0.148773,East,2,119
2016-01-20,BOS,1542.923463,1547.015564,0.296387797,1530.503914,1534.632459,0.298629488,-6,109,No,y,No,-10.096323,East,-5,113
2016-01-22,BOS,1548.984491,1542.923463,0.659968413,1536.85528,1530.503914,0.646396624,9,110,Yes,y,No,1.968927,East,-6,109
2016-01-24,BOS,1556.176509,1548.984491,0.747374675,1545.480866,1536.85528,0.704854856,20,112,Yes,y,Yes,13.253046,East,9,110
2016-01-25,BOS,1581.376728,1556.176509,0.38540591,1568.931435,1545.480866,0.416922109,25,116,Yes,y,Yes,32.392237,East,20,112
2016-01-27,BOS,1583.486333,1581.376728,0.855155139,1571.677136,1568.931435,0.817310072,8,111,Yes,y,Yes,27.309824,East,25,116
2016-01-29,BOS,1588.49154,1583.486333,0.809812166,1576.337324,1571.677136,0.821350339,19,113,Yes,y,Yes,7.114812,East,8,111
2016-01-31,BOS,1579.527385,1588.49154,0.600736052,1567.278223,1576.337324,0.605368012,-5,114,No,y,Yes,-3.958948,East,19,113
